measurement_id,row,col,aod_055,tile_id,aod_datetime
66562,429,844,-28672.0,h27v07,2021-06-14 06:50:00+00:00
66863,760,911,-28672.0,h27v07,2021-06-14 06:50:00+00:00
66864,760,911,-28672.0,h27v07,2021-06-14 06:50:00+00:00
67192,747,935,-28672.0,h27v07,2021-06-14 06:50:00+00:00
67193,747,935,-28672.0,h27v07,2021-06-14 06:50:00+00:00
67559,733,916,-28672.0,h27v07,2021-06-14 06:50:00+00:00
67560,733,916,-28672.0,h27v07,2021-06-14 06:50:00+00:00
67924,254,932,-28672.0,h27v07,2021-06-14 06:50:00+00:00
67925,254,932,-28672.0,h27v07,2021-06-14 06:50:00+00:00
68287,145,648,-28672.0,h27v07,2021-06-14 06:50:00+00:00
68288,145,648,-28672.0,h27v07,2021-06-14 06:50:00+00:00
68653,753,910,-28672.0,h27v07,2021-06-14 06:50:00+00:00
68654,753,910,-28672.0,h27v07,2021-06-14 06:50:00+00:00
69015,746,922,-28672.0,h27v07,2021-06-14 06:50:00+00:00
69016,746,922,-28672.0,h27v07,2021-06-14 06:50:00+00:00
69352,748,919,-28672.0,h27v07,2021-06-14 06:50:00+00:00
69353,748,919,-28672.0,h27v07,2021-06-14 06:50:00+00:00
69705,755,895,-28672.0,h27v07,2021-06-14 06:50:00+00:00
69706,755,895,-28672.0,h27v07,2021-06-14 06:50:00+00:00
70068,761,922,-28672.0,h27v07,2021-06-14 06:50:00+00:00
70069,761,922,-28672.0,h27v07,2021-06-14 06:50:00+00:00
70430,797,989,-28672.0,h27v07,2021-06-14 06:50:00+00:00
70431,797,989,-28672.0,h27v07,2021-06-14 06:50:00+00:00
70792,745,932,-28672.0,h27v07,2021-06-14 06:50:00+00:00
70793,745,932,-28672.0,h27v07,2021-06-14 06:50:00+00:00
71157,752,918,-28672.0,h27v07,2021-06-14 06:50:00+00:00
71158,752,918,-28672.0,h27v07,2021-06-14 06:50:00+00:00
71525,677,891,-28672.0,h27v07,2021-06-14 06:50:00+00:00
71526,677,891,-28672.0,h27v07,2021-06-14 06:50:00+00:00
71889,139,440,-28672.0,h27v07,2021-06-14 06:50:00+00:00
71890,139,440,-28672.0,h27v07,2021-06-14 06:50:00+00:00
72254,752,919,-28672.0,h27v07,2021-06-14 06:50:00+00:00
72255,752,919,-28672.0,h27v07,2021-06-14 06:50:00+00:00
72439,358,654,-28672.0,h27v07,2021-06-14 06:50:00+00:00
72440,358,654,-28672.0,h27v07,2021-06-14 06:50:00+00:00
72793,736,932,-28672.0,h27v07,2021-06-14 06:50:00+00:00
72794,736,932,-28672.0,h27v07,2021-06-14 06:50:00+00:00
73514,730,917,-28672.0,h27v07,2021-06-14 06:50:00+00:00
73515,730,917,-28672.0,h27v07,2021-06-14 06:50:00+00:00
73882,662,829,-28672.0,h27v07,2021-06-14 06:50:00+00:00
73883,662,829,-28672.0,h27v07,2021-06-14 06:50:00+00:00
74246,10,462,-28672.0,h27v07,2021-06-14 06:50:00+00:00
74247,10,462,-28672.0,h27v07,2021-06-14 06:50:00+00:00
74603,171,466,-28672.0,h27v07,2021-06-14 06:50:00+00:00
74604,171,466,-28672.0,h27v07,2021-06-14 06:50:00+00:00
74970,209,569,-28672.0,h27v07,2021-06-14 06:50:00+00:00
75313,753,925,-28672.0,h27v07,2021-06-14 06:50:00+00:00
75314,753,925,-28672.0,h27v07,2021-06-14 06:50:00+00:00
75674,426,1035,-28672.0,h27v07,2021-06-14 06:50:00+00:00
75675,426,1035,-28672.0,h27v07,2021-06-14 06:50:00+00:00
76032,882,1063,-28672.0,h27v07,2021-06-14 06:50:00+00:00
76033,882,1063,-28672.0,h27v07,2021-06-14 06:50:00+00:00
76398,735,919,-28672.0,h27v07,2021-06-14 06:50:00+00:00
76399,735,919,-28672.0,h27v07,2021-06-14 06:50:00+00:00
76761,731,910,-28672.0,h27v07,2021-06-14 06:50:00+00:00
76762,731,910,-28672.0,h27v07,2021-06-14 06:50:00+00:00
77126,742,915,-28672.0,h27v07,2021-06-14 06:50:00+00:00
77127,742,915,-28672.0,h27v07,2021-06-14 06:50:00+00:00
77488,843,1035,-28672.0,h27v07,2021-06-14 06:50:00+00:00
77489,843,1035,-28672.0,h27v07,2021-06-14 06:50:00+00:00
77667,470,1149,-28672.0,h27v07,2021-06-14 06:50:00+00:00
77668,470,1149,-28672.0,h27v07,2021-06-14 06:50:00+00:00
78027,391,527,-28672.0,h27v07,2021-06-14 06:50:00+00:00
78028,391,527,-28672.0,h27v07,2021-06-14 06:50:00+00:00
78393,753,948,-28672.0,h27v07,2021-06-14 06:50:00+00:00
78394,753,948,-28672.0,h27v07,2021-06-14 06:50:00+00:00
79107,755,921,-28672.0,h27v07,2021-06-14 06:50:00+00:00
79108,755,921,-28672.0,h27v07,2021-06-14 06:50:00+00:00
79448,757,930,-28672.0,h27v07,2021-06-14 06:50:00+00:00
79449,757,930,-28672.0,h27v07,2021-06-14 06:50:00+00:00
79790,749,915,-28672.0,h27v07,2021-06-14 06:50:00+00:00
79791,749,915,-28672.0,h27v07,2021-06-14 06:50:00+00:00
80155,656,923,-28672.0,h27v07,2021-06-14 06:50:00+00:00
80156,656,923,-28672.0,h27v07,2021-06-14 06:50:00+00:00
80508,748,917,-28672.0,h27v07,2021-06-14 06:50:00+00:00
80509,748,917,-28672.0,h27v07,2021-06-14 06:50:00+00:00
80846,752,918,-28672.0,h27v07,2021-06-14 06:50:00+00:00
80847,752,918,-28672.0,h27v07,2021-06-14 06:50:00+00:00
81213,746,915,-28672.0,h27v07,2021-06-14 06:50:00+00:00
81214,746,915,-28672.0,h27v07,2021-06-14 06:50:00+00:00
81575,717,788,-28672.0,h27v07,2021-06-14 06:50:00+00:00
81576,717,788,-28672.0,h27v07,2021-06-14 06:50:00+00:00
81919,95,520,-28672.0,h27v07,2021-06-14 06:50:00+00:00
81920,95,520,-28672.0,h27v07,2021-06-14 06:50:00+00:00
82285,206,555,-28672.0,h27v07,2021-06-14 06:50:00+00:00
82286,206,555,-28672.0,h27v07,2021-06-14 06:50:00+00:00
82645,750,897,-28672.0,h27v07,2021-06-14 06:50:00+00:00
82646,750,897,-28672.0,h27v07,2021-06-14 06:50:00+00:00
83007,755,898,-28672.0,h27v07,2021-06-14 06:50:00+00:00
83008,755,898,-28672.0,h27v07,2021-06-14 06:50:00+00:00
83549,752,913,-28672.0,h27v07,2021-06-14 06:50:00+00:00
83550,752,913,-28672.0,h27v07,2021-06-14 06:50:00+00:00
84224,305,845,-28672.0,h27v07,2021-06-14 06:50:00+00:00
84225,305,845,-28672.0,h27v07,2021-06-14 06:50:00+00:00
84589,748,913,-28672.0,h27v07,2021-06-14 06:50:00+00:00
84590,748,913,-28672.0,h27v07,2021-06-14 06:50:00+00:00
84951,752,933,-28672.0,h27v07,2021-06-14 06:50:00+00:00
84952,752,933,-28672.0,h27v07,2021-06-14 06:50:00+00:00
85125,429,752,-28672.0,h27v07,2021-06-14 06:50:00+00:00
85126,429,752,-28672.0,h27v07,2021-06-14 06:50:00+00:00
85475,763,910,-28672.0,h27v07,2021-06-14 06:50:00+00:00
85476,763,910,-28672.0,h27v07,2021-06-14 06:50:00+00:00
85842,757,1151,-28672.0,h27v07,2021-06-14 06:50:00+00:00
85843,757,1151,-28672.0,h27v07,2021-06-14 06:50:00+00:00
86196,753,916,-28672.0,h27v07,2021-06-14 06:50:00+00:00
86197,753,916,-28672.0,h27v07,2021-06-14 06:50:00+00:00
86911,748,920,-28672.0,h27v07,2021-06-14 06:50:00+00:00
86912,748,920,-28672.0,h27v07,2021-06-14 06:50:00+00:00
87252,777,845,-28672.0,h27v07,2021-06-14 06:50:00+00:00
87253,777,845,-28672.0,h27v07,2021-06-14 06:50:00+00:00
87617,756,924,-28672.0,h27v07,2021-06-14 06:50:00+00:00
87618,756,924,-28672.0,h27v07,2021-06-14 06:50:00+00:00
87966,206,538,-28672.0,h27v07,2021-06-14 06:50:00+00:00
87967,206,538,-28672.0,h27v07,2021-06-14 06:50:00+00:00
88323,145,445,-28672.0,h27v07,2021-06-14 06:50:00+00:00
88324,145,445,-28672.0,h27v07,2021-06-14 06:50:00+00:00
88677,555,775,-28672.0,h27v07,2021-06-14 06:50:00+00:00
88678,555,775,-28672.0,h27v07,2021-06-14 06:50:00+00:00
89034,729,1032,-28672.0,h27v07,2021-06-14 06:50:00+00:00
89035,729,1032,-28672.0,h27v07,2021-06-14 06:50:00+00:00
89763,743,924,-28672.0,h27v07,2021-06-14 06:50:00+00:00
89764,743,924,-28672.0,h27v07,2021-06-14 06:50:00+00:00
90124,756,934,-28672.0,h27v07,2021-06-14 06:50:00+00:00
90125,756,934,-28672.0,h27v07,2021-06-14 06:50:00+00:00
90489,715,912,-28672.0,h27v07,2021-06-14 06:50:00+00:00
90490,715,912,-28672.0,h27v07,2021-06-14 06:50:00+00:00
90856,758,923,-28672.0,h27v07,2021-06-14 06:50:00+00:00
90857,758,923,-28672.0,h27v07,2021-06-14 06:50:00+00:00
91115,180,395,-28672.0,h27v07,2021-06-14 06:50:00+00:00
91116,180,395,-28672.0,h27v07,2021-06-14 06:50:00+00:00
91255,421,652,-28672.0,h27v07,2021-06-14 06:50:00+00:00
91256,421,652,-28672.0,h27v07,2021-06-14 06:50:00+00:00
91970,745,916,-28672.0,h27v07,2021-06-14 06:50:00+00:00
91971,745,916,-28672.0,h27v07,2021-06-14 06:50:00+00:00
92276,748,911,-28672.0,h27v07,2021-06-14 06:50:00+00:00
92277,748,911,-28672.0,h27v07,2021-06-14 06:50:00+00:00
92622,765,927,-28672.0,h27v07,2021-06-14 06:50:00+00:00
92623,765,927,-28672.0,h27v07,2021-06-14 06:50:00+00:00
92985,833,1018,-28672.0,h27v07,2021-06-14 06:50:00+00:00
92986,833,1018,-28672.0,h27v07,2021-06-14 06:50:00+00:00
93343,739,918,-28672.0,h27v07,2021-06-14 06:50:00+00:00
93344,739,918,-28672.0,h27v07,2021-06-14 06:50:00+00:00
93695,768,933,-28672.0,h27v07,2021-06-14 06:50:00+00:00
93696,768,933,-28672.0,h27v07,2021-06-14 06:50:00+00:00
94062,771,956,-28672.0,h27v07,2021-06-14 06:50:00+00:00
94063,771,956,-28672.0,h27v07,2021-06-14 06:50:00+00:00
94423,748,930,-28672.0,h27v07,2021-06-14 06:50:00+00:00
94424,748,930,-28672.0,h27v07,2021-06-14 06:50:00+00:00
95019,143,434,-28672.0,h27v07,2021-06-14 06:50:00+00:00
95020,143,434,-28672.0,h27v07,2021-06-14 06:50:00+00:00
95353,751,916,-28672.0,h27v07,2021-06-14 06:50:00+00:00
95354,751,916,-28672.0,h27v07,2021-06-14 06:50:00+00:00
96042,746,929,-28672.0,h27v07,2021-06-14 06:50:00+00:00
96043,746,929,-28672.0,h27v07,2021-06-14 06:50:00+00:00
96403,752,912,-28672.0,h27v07,2021-06-14 06:50:00+00:00
96404,752,912,-28672.0,h27v07,2021-06-14 06:50:00+00:00
96754,874,1042,-28672.0,h27v07,2021-06-14 06:50:00+00:00
96755,874,1042,-28672.0,h27v07,2021-06-14 06:50:00+00:00
97108,875,1044,-28672.0,h27v07,2021-06-14 06:50:00+00:00
97109,875,1044,-28672.0,h27v07,2021-06-14 06:50:00+00:00
10983,252,920,-28672.0,h27v07,2020-11-17 07:45:00+00:00
10984,252,920,-28672.0,h27v07,2020-11-17 07:45:00+00:00
12712,252,920,399.0,h27v07,2021-02-23 05:55:00+00:00
12713,252,920,399.0,h27v07,2021-02-23 05:55:00+00:00
10278,252,920,-28672.0,h27v07,2020-10-20 07:25:00+00:00
10279,252,920,-28672.0,h27v07,2020-10-20 07:25:00+00:00
5680,252,920,-28672.0,h27v07,2020-02-01 08:00:00+00:00
5681,252,920,-28672.0,h27v07,2020-02-01 08:00:00+00:00
5682,252,920,-28672.0,h27v07,2020-02-01 08:00:00+00:00
203742,414,75,-28672.0,h28v08,2024-04-09 05:50:00+00:00
1020,252,920,-28672.0,h27v07,2019-08-29 02:50:00+00:00
1021,252,920,-28672.0,h27v07,2019-08-29 02:50:00+00:00
141052,252,920,-28672.0,h27v07,2023-03-24 07:25:00+00:00
141053,252,920,-28672.0,h27v07,2023-03-24 07:25:00+00:00
141299,769,1014,-28672.0,h27v07,2023-03-24 07:25:00+00:00
141510,758,918,-28672.0,h27v07,2023-03-24 07:25:00+00:00
141734,759,934,-28672.0,h27v07,2023-03-24 07:25:00+00:00
141974,188,557,-28672.0,h27v07,2023-03-24 07:25:00+00:00
142215,224,622,-28672.0,h27v07,2023-03-24 07:25:00+00:00
142448,763,905,-28672.0,h27v07,2023-03-24 07:25:00+00:00
142680,746,904,-28672.0,h27v07,2023-03-24 07:25:00+00:00
142864,754,926,-28672.0,h27v07,2023-03-24 07:25:00+00:00
143102,760,930,-28672.0,h27v07,2023-03-24 07:25:00+00:00
143103,760,930,-28672.0,h27v07,2023-03-24 07:25:00+00:00
143340,756,906,-28672.0,h27v07,2023-03-24 07:25:00+00:00
143590,737,912,-28672.0,h27v07,2023-03-24 07:25:00+00:00
143591,737,912,-28672.0,h27v07,2023-03-24 07:25:00+00:00
143828,742,932,-28672.0,h27v07,2023-03-24 07:25:00+00:00
144058,756,916,-28672.0,h27v07,2023-03-24 07:25:00+00:00
144301,426,1116,-28672.0,h27v07,2023-03-24 07:25:00+00:00
144542,879,1057,-28672.0,h27v07,2023-03-24 07:25:00+00:00
144770,755,919,-28672.0,h27v07,2023-03-24 07:25:00+00:00
145006,871,1037,-28672.0,h27v07,2023-03-24 07:25:00+00:00
